date,contract,contract_month,session,open,high,low,last,change,change_percent,volume,settlement_price,open_interest,best_bid,best_ask,historical_high,historical_low
2020-03-11,TX,202005,Regular,10920,10956,10740,10755,-163,-1.49,336,10755,1171,10746,10751,11776,10625
2020-03-11,TX,202005,After-Hours,10896,10982,10811,10976,58,0.53,149,,,10976,10980,11776,10625
2020-03-11,TX,202006,Regular,10892,10940,10718,10735,-161,-1.48,230,10734,3374,10727,10731,12115,9919
2020-03-11,TX,202006,After-Hours,10864,10962,10800,10948,52,0.48,265,,,10956,10962,12115,9919
2020-03-11,TX,202009,Regular,10518,10557,10342,10360,-164,-1.56,96,10360,863,10354,10359,11739,10245
2020-03-11,TX,202009,After-Hours,10485,10586,10425,10586,62,0.59,83,,,10583,10590,11739,10245
2020-03-11,TX,202012,Regular,10454,10500,10287,10290,-171,-1.63,85,10290,582,10291,10295,11688,10185
2020-03-11,TX,202012,After-Hours,10411,10500,10370,10500,39,0.37,67,,,10519,10525,11688,10185
2020-03-12,TX,202003,Regular,10750,10765,10161,10367,-457,-4.22,331510,10362,91379,10367,10368,12166,9756
2020-03-12,TX,202003,After-Hours,10821,10879,10739,10764,-60,-0.55,112517,,,10762,10764,12166,9756
2020-03-12,TX,202004,Regular,10696,10712,10100,10302,-471,-4.37,11985,10298,17399,10302,10305,12103,10100
2020-03-12,TX,202004,After-Hours,10769,10825,10688,10710,-63,-0.58,2288,,,10708,10713,12103,10641
2020-03-12,TX,202005,Regular,10660,10682,10092,10270,-485,-4.51,704,10270,1412,10278,10282,11776,10092
2020-03-12,TX,202005,After-Hours,10757,10800,10668,10690,-65,-0.6,130,,,10686,10692,11776,10625
2020-03-12,TX,202006,Regular,10655,10660,10066,10254,-480,-4.47,662,10254,3572,10257,10260,12115,9919
2020-03-12,TX,202006,After-Hours,10730,10780,10650,10670,-64,-0.6,191,,,10666,10672,12115,9919
2020-03-12,TX,202009,Regular,10268,10272,9706,9880,-480,-4.63,306,9880,860,9881,9885,11739,9706
2020-03-12,TX,202009,After-Hours,10352,10400,10274,10274,-86,-0.83,44,,,10294,10301,11739,10245
2020-03-12,TX,202012,Regular,10205,10224,9624,9805,-485,-4.71,312,9805,583,9810,9815,11688,9624
2020-03-12,TX,202012,After-Hours,10292,10346,10213,10230,-60,-0.58,73,,,10228,10237,11688,10185
2020-03-13,TX,202003,Regular,9749,10147,9450,10021,-341,-3.29,348943,10027,94984,10017,10021,12166,9450
2020-03-13,TX,202003,After-Hours,10362,10378,9780,9822,-540,-5.21,213916,,,9820,9822,12166,9756
2020-03-13,TX,202004,Regular,9652,10071,9388,9944,-354,-3.44,19756,9953,26691,9940,9945,12103,9388
2020-03-13,TX,202004,After-Hours,10302,10315,9718,9759,-539,-5.23,6166,,,9754,9761,12103,9718
2020-03-13,TX,202005,Regular,9600,10038,9368,9930,-340,-3.31,766,9930,1718,9916,9922,11776,9368
2020-03-13,TX,202005,After-Hours,10274,10281,9695,9716,-554,-5.39,511,,,9726,9734,11776,9695
2020-03-13,TX,202006,Regular,9600,10013,9344,9924,-330,-3.22,758,9924,3735,9898,9909,12115,9344
2020-03-13,TX,202006,After-Hours,10253,10258,9688,9704,-550,-5.36,345,,,9705,9713,12115,9688
2020-03-13,TX,202009,Regular,9238,9588,8971,9520,-360,-3.64,239,9520,892,9510,9526,11739,8971
2020-03-13,TX,202009,After-Hours,9856,9878,9300,9338,-542,-5.49,244,,,9320,9341,11739,9300
2020-03-13,TX,202012,Regular,9164,9555,8895,9450,-355,-3.62,211,9455,603,9438,9449,11688,8895
2020-03-13,TX,202012,After-Hours,9781,9821,9235,9255,-550,-5.61,297,,,9255,9271,11688,9235
2020-03-16,TX,202003,Regular,9919,10055,9636,9668,-359,-3.58,260020,9679,70351,9668,9672,12166,9450
2020-03-16,TX,202003,After-Hours,10030,10346,9763,10185,158,1.58,219950,,,10186,10188,12166,9450
2020-03-16,TX,202004,Regular,9848,9975,9520,9556,-397,-3.99,42708,9563,52555,9550,9554,12103,9388
2020-03-16,TX,202004,After-Hours,9962,10275,9708,10104,151,1.52,6510,,,10096,10103,12103,9388
2020-03-16,TX,202005,Regular,9820,9920,9498,9533,-397,-4,535,9537,1976,9522,9529,11776,9368
2020-03-16,TX,202005,After-Hours,9882,10250,9687,10082,152,1.53,385,,,10070,10086,11776,9368
2020-03-16,TX,202006,Regular,9866,9919,9489,9507,-417,-4.2,689,9507,4085,9502,9509,12115,9344
2020-03-16,TX,202006,After-Hours,9905,10220,9688,10070,146,1.47,306,,,9960,10074,12115,9344
2020-03-16,TX,202009,Regular,9438,9453,9100,9120,-400,-4.2,52,9120,880,9122,9155,11739,8971
2020-03-16,TX,202009,After-Hours,9520,9825,9353,9450,-70,-0.74,59,,,9681,9707,11739,8971
2020-03-16,TX,202012,Regular,9398,9450,9052,9067,-388,-4.1,95,9067,610,9052,9071,11688,8895
2020-03-16,TX,202012,After-Hours,9403,9750,9260,9465,10,0.11,66,,,9605,9632,11688,8895
2020-03-17,TX,202003,Regular,9379,9677,9271,9363,-316,-3.26,257921,9371,52372,9359,9364,12166,9180
2020-03-17,TX,202003,After-Hours,9623,9645,9180,9215,-464,-4.79,195795,,,9210,9214,12166,9180
2020-03-17,TX,202004,Regular,9200,9557,9156,9190,-373,-3.9,66897,9205,75028,9186,9198,12103,9086
2020-03-17,TX,202004,After-Hours,9511,9522,9086,9103,-460,-4.81,9706,,,9101,9103,12103,9086
2020-03-17,TX,202005,Regular,9212,9514,9156,9158,-379,-3.97,490,9164,2135,9143,9160,11776,9061
2020-03-17,TX,202005,After-Hours,9478,9478,9061,9074,-463,-4.85,398,,,9072,9077,11776,9061
2020-03-17,TX,202006,Regular,9200,9492,9100,9100,-407,-4.28,376,9100,4209,9098,9116,12115,9035
2020-03-17,TX,202006,After-Hours,9463,9463,9035,9049,-458,-4.82,280,,,9046,9056,12115,9035
2020-03-17,TX,202009,Regular,8768,9018,8742,8745,-375,-4.11,103,8748,812,8742,8784,11739,8638
2020-03-17,TX,202009,After-Hours,9040,9040,8638,8638,-482,-5.29,257,,,8629,8654,11739,8638
2020-03-17,TX,202012,Regular,8744,9044,8673,8673,-394,-4.35,109,8677,680,8670,8692,11688,8571
2020-03-17,TX,202012,After-Hours,8938,8979,8571,8572,-495,-5.46,254,,,8576,8590,11688,8571
2020-03-18,TX,202003,Regular,9366,9489,9205,9263,-108,-1.15,111426,0,40267,9263,9264,12166,9073
2020-03-18,TX,202003,After-Hours,9396,9504,9073,9470,99,1.06,174560,,,9468,9470,12166,9073
2020-03-18,TX,202004,Regular,9250,9309,8914,8919,-286,-3.11,127004,8919,93069,8919,8920,12103,8914
2020-03-18,TX,202004,After-Hours,9226,9356,8940,9332,127,1.38,20404,,,9332,9335,12103,8940
2020-03-18,TX,202005,Regular,9222,9239,8842,8853,-311,-3.39,970,8850,1722,8846,8850,11776,8842
2020-03-18,TX,202005,After-Hours,9201,9315,8910,9279,115,1.25,366,,,9291,9298,11776,8910
2020-03-18,TX,202006,Regular,9161,9178,8776,8776,-324,-3.56,648,8776,4265,8770,8774,12115,8776
2020-03-18,TX,202006,After-Hours,9185,9261,8869,9261,161,1.77,227,,,9240,9257,12115,8869
2020-03-18,TX,202009,Regular,8732,8740,8420,8420,-328,-3.75,94,8420,813,8389,8414,11739,8420
2020-03-18,TX,202009,After-Hours,8811,8880,8518,8880,132,1.51,42,,,8842,8880,11739,8518
2020-03-18,TX,202012,Regular,8700,8703,8300,8300,-377,-4.34,139,8300,685,8280,8298,11688,8300
2020-03-18,TX,202012,After-Hours,8708,8810,8403,8810,133,1.53,87,,,8781,8810,11688,8403
2020-03-19,TX,202004,Regular,8820,8872,8268,8353,-566,-6.35,307231,8356,104495,8352,8353,12103,8268
2020-03-19,TX,202004,After-Hours,8788,8843,8550,8728,-191,-2.14,164159,,,8727,8729,12103,8550
2020-03-19,TX,202005,Regular,8752,8800,8212,8285,-565,-6.38,2180,8287,1989,8282,8284,11776,8212
2020-03-19,TX,202005,After-Hours,8714,8763,8484,8656,-194,-2.19,853,,,8656,8660,11776,8484
2020-03-19,TX,202006,Regular,8676,8726,8150,8214,-562,-6.4,838,8214,4362,8211,8214,12115,8150
2020-03-19,TX,202006,After-Hours,8611,8680,8414,8580,-196,-2.23,243,,,8580,8590,12115,8414
2020-03-19,TX,202009,Regular,8284,8301,7782,7824,-596,-7.08,173,7824,853,7813,7822,11739,7782
2020-03-19,TX,202009,After-Hours,8186,8200,8047,8156,-264,-3.14,64,,,8156,8194,11739,8047
2020-03-19,TX,202012,Regular,8217,8217,7655,7712,-588,-7.08,147,7712,678,7703,7711,11688,7655
2020-03-19,TX,202012,After-Hours,8290,8290,7925,8050,-250,-3.01,110,,,8065,8097,11688,7925
2020-03-19,TX,202103,Regular,8140,8167,7591,7700,-534,-6.49,42,7635,22,7624,7646,8167,7591
2020-03-20,TX,202004,Regular,8562,9166,8544,9013,657,7.86,266159,9041,97916,9006,9011,12103,8268
2020-03-20,TX,202004,After-Hours,8484,8625,8397,8507,151,1.81,159996,,,8507,8511,12103,8268
2020-03-20,TX,202005,Regular,8492,9100,8480,8972,685,8.27,1431,9000,2384,8947,8955,11776,8212
2020-03-20,TX,202005,After-Hours,8408,8552,8353,8440,153,1.85,710,,,8440,8447,11776,8212
2020-03-20,TX,202006,Regular,8420,9030,8420,8925,711,8.66,383,8925,4435,8878,8930,12115,8150
2020-03-20,TX,202006,After-Hours,8335,8466,8263,8380,166,2.02,196,,,8367,8380,12115,8150
2020-03-20,TX,202009,Regular,8066,8606,8066,8515,691,8.83,104,8515,888,8479,8498,11739,7782
2020-03-20,TX,202009,After-Hours,7923,8070,7866,8000,176,2.25,30,,,7978,7997,11739,7782
2020-03-20,TX,202012,Regular,7944,8483,7944,8460,748,9.7,123,8460,654,8386,8416,11688,7655
2020-03-20,TX,202012,After-Hours,7826,7969,7767,7969,257,3.33,57,,,7878,7892,11688,7655
2020-03-20,TX,202103,Regular,7939,8398,7939,8367,732,9.59,36,8367,28,8292,8336,8398,7591
2020-03-20,TX,202103,After-Hours,7637,7900,7637,7777,142,1.86,10,,,7780,7838,8167,7591
2020-03-23,TX,202004,Regular,8609,8868,8555,8688,-353,-3.9,180341,8665,102203,8687,8689,12103,8268
2020-03-23,TX,202004,After-Hours,9157,9340,8889,8910,-131,-1.45,156438,,,8910,8911,12103,8268
2020-03-23,TX,202005,Regular,8566,8804,8510,8630,-370,-4.11,1705,8609,3146,8629,8633,11776,8212
2020-03-23,TX,202005,After-Hours,9094,9284,8844,8864,-136,-1.51,695,,,8863,8869,11776,8212
2020-03-23,TX,202006,Regular,8519,8733,8442,8570,-355,-3.98,426,8551,4534,8568,8574,12115,8150
2020-03-23,TX,202006,After-Hours,8980,9222,8800,8800,-125,-1.4,159,,,8818,8833,12115,8150
2020-03-23,TX,202009,Regular,8153,8364,8080,8169,-346,-4.06,50,8172,898,8196,8203,11739,7782
2020-03-23,TX,202009,After-Hours,8632,8860,8411,8430,-85,-1,83,,,8413,8463,11739,7782
2020-03-23,TX,202012,Regular,8059,8255,8006,8090,-370,-4.37,57,8090,691,8109,8115,11688,7655
2020-03-23,TX,202012,After-Hours,8591,8760,8331,8365,-95,-1.12,76,,,8336,8369,11688,7655
2020-03-23,TX,202103,Regular,7940,8196,7919,8014,-353,-4.22,14,8014,37,8024,8039,8647,7591
2020-03-23,TX,202103,After-Hours,8515,8647,8253,8285,-82,-0.98,25,,,8258,8324,8647,7591
2020-03-24,TX,202004,Regular,8998,9295,8986,9193,528,6.09,179105,9193,93814,9190,9191,12103,8268
2020-03-24,TX,202004,After-Hours,8704,9052,8658,8809,144,1.66,162848,,,8810,8812,12103,8268
2020-03-24,TX,202005,Regular,8942,9233,8942,9135,526,6.11,1749,9131,4101,9128,9131,11776,8212
2020-03-24,TX,202005,After-Hours,8660,8988,8609,8755,146,1.7,811,,,8751,8755,11776,8212
2020-03-24,TX,202006,Regular,8890,9175,8876,9072,521,6.09,260,9072,4539,9072,9074,12115,8150
2020-03-24,TX,202006,After-Hours,8569,8918,8547,8673,122,1.43,95,,,8691,8696,12115,8150
2020-03-24,TX,202009,Regular,8509,8785,8509,8683,511,6.25,45,8699,949,8698,8701,11739,7782
2020-03-24,TX,202009,After-Hours,8249,8545,8199,8264,92,1.13,51,,,8315,8325,11739,7782
2020-03-24,TX,202012,Regular,8422,8692,8422,8608,518,6.4,70,8608,702,8601,8606,11688,7655
2020-03-24,TX,202012,After-Hours,8144,8411,8135,8171,81,1,52,,,8223,8236,11688,7655
2020-03-24,TX,202103,Regular,8421,8607,8421,8503,489,6.1,39,8525,50,8522,8528,8647,7591
2020-03-24,TX,202103,After-Hours,8108,8167,8073,8073,59,0.74,4,,,8140,8160,8647,7591
2020-03-25,TX,202004,Regular,9410,9624,9370,9583,390,4.24,209717,9585,84344,9583,9585,12103,8268
2020-03-25,TX,202004,After-Hours,9289,9443,9240,9443,250,2.72,100180,,,9441,9442,12103,8268
2020-03-25,TX,202005,Regular,9380,9559,9317,9516,385,4.22,2998,9518,4859,9517,9521,11776,8212
2020-03-25,TX,202005,After-Hours,9204,9380,9194,9380,249,2.73,555,,,9380,9383,11776,8212
2020-03-25,TX,202006,Regular,9309,9504,9258,9448,376,4.14,645,9444,4579,9438,9445,12115,8150
2020-03-25,TX,202006,After-Hours,9163,9308,9130,9306,234,2.58,125,,,9321,9326,12115,8150
2020-03-25,TX,202009,Regular,8927,9116,8888,9082,383,4.4,116,9082,995,9069,9075,11739,7782
2020-03-25,TX,202009,After-Hours,8796,8942,8756,8942,243,2.79,80,,,8946,8953,11739,7782
2020-03-25,TX,202012,Regular,8860,9017,8797,8989,381,4.43,144,8989,709,8972,8987,11688,7655
