date,contract,contract_month,session,open,high,low,last,change,change_percent,volume,settlement_price,open_interest,best_bid,best_ask,historical_high,historical_low
2020-04-20,TX,202005,After-Hours,10538,10567,10471,10525,-38,-0.36,47588,,,10525,10526,11776,8212
2020-04-20,TX,202006,Regular,10457,10500,10400,10414,-85,-0.81,818,10414,8211,10414,10417,12115,8150
2020-04-20,TX,202006,After-Hours,10482,10505,10415,10467,-32,-0.3,287,,,10466,10470,12115,8150
2020-04-20,TX,202007,Regular,10330,10330,10227,10240,-87,-0.84,32,10240,36,10238,10243,10410,10012
2020-04-20,TX,202007,After-Hours,10303,10303,10257,10257,-70,-0.68,5,,,10290,10305,10410,10012
2020-04-20,TX,202009,Regular,10076,10082,10032,10032,-91,-0.9,23,10032,1571,10030,10036,11739,7782
2020-04-20,TX,202009,After-Hours,10094,10097,10049,10076,-47,-0.46,13,,,10082,10096,11739,7782
2020-04-20,TX,202012,Regular,10010,10010,9915,9926,-86,-0.86,22,9926,785,9920,9926,11688,7655
2020-04-20,TX,202012,After-Hours,9980,9981,9950,9950,-62,-0.62,17,,,9970,9987,11688,7655
2020-04-20,TX,202103,Regular,9899,9899,9810,9814,-88,-0.89,11,9814,205,9820,9825,10003,7591
2020-04-20,TX,202103,After-Hours,9869,9900,9850,9850,-52,-0.53,15,,,9870,9880,10003,7591
2020-04-21,TX,202005,Regular,10406,10467,10144,10198,-277,-2.64,185566,10196,84193,10195,10198,11776,8212
2020-04-21,TX,202005,After-Hours,10476,10478,10358,10395,-80,-0.76,46970,,,10392,10395,11776,8212
2020-04-21,TX,202006,Regular,10335,10401,10088,10132,-282,-2.71,1793,10132,8762,10133,10137,12115,8150
2020-04-21,TX,202006,After-Hours,10414,10414,10300,10336,-78,-0.75,308,,,10331,10336,12115,8150
2020-04-21,TX,202007,Regular,10175,10175,9918,9958,-282,-2.75,55,9958,53,9956,9962,10410,9918
2020-04-21,TX,202007,After-Hours,10230,10230,10138,10173,-67,-0.65,9,,,10155,10161,10410,10012
2020-04-21,TX,202009,Regular,9968,10010,9718,9750,-282,-2.81,46,9750,1582,9750,9755,11739,7782
2020-04-21,TX,202009,After-Hours,9959,9959,9928,9933,-99,-0.99,10,,,9947,9954,11739,7782
2020-04-21,TX,202012,Regular,9853,9875,9606,9645,-281,-2.83,69,9645,792,9638,9646,11688,7655
2020-04-21,TX,202012,After-Hours,9885,9885,9827,9828,-98,-0.99,12,,,9837,9843,11688,7655
2020-04-21,TX,202103,Regular,9754,9779,9500,9545,-269,-2.74,46,9545,222,9540,9547,10003,7591
2020-04-21,TX,202103,After-Hours,9805,9805,9708,9708,-106,-1.08,21,,,9736,9743,10003,7591
2020-04-22,TX,202005,Regular,10145,10226,10065,10225,29,0.28,140413,10222,81780,10224,10225,11776,8212
2020-04-22,TX,202005,After-Hours,10231,10243,10061,10129,-67,-0.66,67733,,,10127,10128,11776,8212
2020-04-22,TX,202006,Regular,10080,10158,10004,10158,26,0.26,1184,10155,8922,10156,10158,12115,8150
2020-04-22,TX,202006,After-Hours,10164,10178,10000,10063,-69,-0.68,549,,,10063,10065,12115,8150
2020-04-22,TX,202007,Regular,9845,9970,9845,9970,12,0.12,20,9970,60,9979,9983,10410,9842
2020-04-22,TX,202007,After-Hours,10003,10003,9842,9878,-80,-0.8,19,,,9886,9892,10410,9842
2020-04-22,TX,202009,Regular,9700,9764,9636,9764,14,0.14,39,9764,1608,9776,9779,11739,7782
2020-04-22,TX,202009,After-Hours,9773,9773,9622,9631,-119,-1.22,35,,,9679,9685,11739,7782
2020-04-22,TX,202012,Regular,9590,9654,9528,9654,9,0.09,37,9654,812,9663,9666,11688,7655
2020-04-22,TX,202012,After-Hours,9654,9656,9514,9541,-104,-1.08,32,,,9570,9575,11688,7655
2020-04-22,TX,202103,Regular,9470,9550,9429,9550,5,0.05,25,9550,218,9562,9565,10003,7591
2020-04-22,TX,202103,After-Hours,9569,9586,9406,9469,-76,-0.8,43,,,9466,9475,10003,7591
2020-04-23,TX,202005,Regular,10268,10402,10154,10292,70,0.68,167258,10292,80199,10292,10293,11776,8212
2020-04-23,TX,202005,After-Hours,10240,10317,10202,10277,55,0.54,41932,,,10276,10277,11776,8212
2020-04-23,TX,202006,Regular,10210,10330,10090,10224,69,0.68,1519,10225,9222,10224,10226,12115,8150
2020-04-23,TX,202006,After-Hours,10170,10249,10145,10196,41,0.4,341,,,10208,10211,12115,8150
2020-04-23,TX,202007,Regular,10050,10147,9919,10042,72,0.72,40,10042,74,10046,10050,10410,9842
2020-04-23,TX,202007,After-Hours,10008,10038,10008,10011,41,0.41,7,,,10030,10034,10410,9842
2020-04-23,TX,202009,Regular,9899,9932,9722,9839,75,0.77,73,9839,1657,9841,9843,11739,7782
2020-04-23,TX,202009,After-Hours,9806,9845,9806,9813,49,0.5,16,,,9827,9830,11739,7782
2020-04-23,TX,202012,Regular,9813,9813,9600,9731,77,0.8,33,9731,816,9728,9733,11688,7655
2020-04-23,TX,202012,After-Hours,9667,9733,9667,9733,79,0.82,10,,,9713,9717,11688,7655
2020-04-23,TX,202103,Regular,9602,9723,9501,9628,78,0.82,47,9628,224,9628,9633,10003,7591
2020-04-23,TX,202103,After-Hours,9564,9652,9564,9652,102,1.07,20,,,9611,9616,10003,7591
2020-04-24,TX,202005,Regular,10231,10292,10211,10270,-22,-0.21,104624,10268,80100,10268,10270,11776,8212
2020-04-24,TX,202005,After-Hours,10308,10364,10252,10288,-4,-0.04,54957,,,10287,10288,11776,8212
2020-04-24,TX,202006,Regular,10151,10220,10144,10199,-26,-0.25,966,10197,9601,10197,10200,12115,8150
2020-04-24,TX,202006,After-Hours,10242,10288,10185,10224,-1,-0.01,294,,,10218,10220,12115,8150
2020-04-24,TX,202007,Regular,9989,10034,9975,10013,-29,-0.29,24,10013,79,10019,10024,10410,9842
2020-04-24,TX,202007,After-Hours,10065,10102,10047,10058,16,0.16,12,,,10039,10044,10410,9842
2020-04-24,TX,202009,Regular,9763,9826,9763,9809,-30,-0.3,8,9809,1663,9813,9817,11739,7782
2020-04-24,TX,202009,After-Hours,9856,9875,9826,9826,-13,-0.13,6,,,9832,9837,11739,7782
2020-04-24,TX,202012,Regular,9683,9712,9683,9700,-31,-0.32,7,9700,820,9698,9705,11688,7655
2020-04-24,TX,202012,After-Hours,9721,9778,9711,9778,47,0.48,6,,,9721,9727,11688,7655
2020-04-24,TX,202103,Regular,9561,9616,9555,9601,-27,-0.28,12,9601,229,9598,9605,10003,7591
2020-04-24,TX,202103,After-Hours,9651,9686,9636,9670,42,0.44,17,,,9621,9627,10003,7591
2020-04-27,TX,202005,Regular,10373,10567,10368,10547,279,2.72,123332,10545,83798,10546,10547,11776,8212
2020-04-27,TX,202005,After-Hours,10287,10361,10265,10353,85,0.83,40808,,,10352,10353,11776,8212
2020-04-27,TX,202006,Regular,10300,10503,10299,10486,289,2.83,924,10484,9979,10482,10486,12115,8150
2020-04-27,TX,202006,After-Hours,10201,10291,10196,10279,82,0.8,231,,,10281,10284,12115,8150
2020-04-27,TX,202007,Regular,10125,10322,10125,10305,292,2.92,74,10305,111,10302,10306,10410,9842
2020-04-27,TX,202007,After-Hours,10075,10102,10040,10098,85,0.85,16,,,10102,10106,10410,9842
2020-04-27,TX,202009,Regular,9960,10113,9958,10097,288,2.94,71,10097,1681,10094,10097,11739,7782
2020-04-27,TX,202009,After-Hours,9864,9900,9851,9888,79,0.81,12,,,9895,9899,11739,7782
2020-04-27,TX,202012,Regular,9807,9990,9807,9990,290,2.99,14,9990,818,9983,9988,11688,7655
2020-04-27,TX,202012,After-Hours,9764,9790,9716,9790,90,0.93,10,,,9780,9786,11688,7655
2020-04-27,TX,202103,Regular,9699,9898,9699,9882,281,2.93,24,9882,233,9878,9888,10003,7591
2020-04-27,TX,202103,After-Hours,9613,9691,9613,9691,90,0.94,8,,,9681,9687,10003,7591
2020-04-28,TX,202005,Regular,10600,10605,10480,10582,37,0.35,110417,10583,82619,10581,10583,11776,8212
2020-04-28,TX,202005,After-Hours,10531,10628,10525,10593,48,0.46,32395,,,10593,10596,11776,8212
2020-04-28,TX,202006,Regular,10538,10540,10421,10520,36,0.34,859,10520,10236,10520,10523,12115,8150
2020-04-28,TX,202006,After-Hours,10474,10560,10473,10527,43,0.41,218,,,10530,10536,12115,8150
2020-04-28,TX,202007,Regular,10358,10360,10250,10343,38,0.37,78,10343,141,10340,10344,10410,9842
2020-04-28,TX,202007,After-Hours,10284,10365,10284,10350,45,0.44,40,,,10350,10357,10410,9842
2020-04-28,TX,202009,Regular,10149,10149,10033,10130,33,0.33,85,10130,1728,10130,10133,11739,7782
2020-04-28,TX,202009,After-Hours,10104,10145,10104,10145,48,0.48,20,,,10142,10148,11739,7782
2020-04-28,TX,202012,Regular,10040,10040,9940,10026,36,0.36,34,10026,821,10018,10023,11688,7655
2020-04-28,TX,202012,After-Hours,9976,10049,9974,10034,44,0.44,22,,,10030,10038,11688,7655
2020-04-28,TX,202103,Regular,9939,9939,9825,9915,33,0.33,34,9915,225,9915,9921,10003,7591
2020-04-28,TX,202103,After-Hours,9867,9939,9867,9937,55,0.56,13,,,9926,9936,10003,7591
2020-04-29,TX,202005,Regular,10655,10770,10631,10707,124,1.17,114379,10709,84001,10707,10710,11776,8212
2020-04-29,TX,202005,After-Hours,10576,10684,10572,10602,19,0.18,44190,,,10602,10603,11776,8212
2020-04-29,TX,202006,Regular,10593,10708,10573,10646,126,1.2,1419,10646,10545,10645,10649,12115,8150
2020-04-29,TX,202006,After-Hours,10510,10620,10510,10539,19,0.18,361,,,10541,10545,12115,8150
2020-04-29,TX,202007,Regular,10414,10527,10400,10482,139,1.34,62,10468,169,10466,10470,10527,9842
2020-04-29,TX,202007,After-Hours,10380,10431,10373,10404,61,0.59,13,,,10361,10365,10431,9842
2020-04-29,TX,202009,Regular,10202,10317,10183,10267,137,1.35,149,10255,1804,10252,10258,11739,7782
2020-04-29,TX,202009,After-Hours,10162,10220,10155,10167,37,0.37,28,,,10151,10155,11739,7782
2020-04-29,TX,202012,Regular,10092,10202,10078,10178,152,1.52,81,10143,823,10140,10146,11688,7655
2020-04-29,TX,202012,After-Hours,10053,10111,10044,10044,18,0.18,21,,,10038,10042,11688,7655
2020-04-29,TX,202103,Regular,9989,10100,9981,10050,135,1.36,40,10042,225,10039,10046,10100,7591
2020-04-29,TX,202103,After-Hours,9950,10013,9937,9937,22,0.22,50,,,9937,9942,10013,7591
2020-04-30,TX,202005,Regular,10813,10971,10803,10944,235,2.19,115419,10947,82151,10945,10947,11776,8212
2020-04-30,TX,202005,After-Hours,10710,10846,10697,10844,135,1.26,43127,,,10842,10844,11776,8212
2020-04-30,TX,202006,Regular,10753,10905,10742,10880,234,2.2,1467,10881,11172,10878,10881,12115,8150
2020-04-30,TX,202006,After-Hours,10645,10785,10640,10779,133,1.25,442,,,10780,10784,12115,8150
2020-04-30,TX,202007,Regular,10584,10725,10569,10704,236,2.25,153,10704,298,10700,10704,10725,9842
2020-04-30,TX,202007,After-Hours,10466,10600,10466,10600,132,1.26,33,,,10601,10605,10600,9842
2020-04-30,TX,202009,Regular,10360,10503,10358,10481,226,2.2,55,10488,1821,10486,10490,11739,7782
2020-04-30,TX,202009,After-Hours,10252,10385,10252,10385,130,1.27,29,,,10387,10392,11739,7782
2020-04-30,TX,202012,Regular,10247,10397,10241,10366,223,2.2,74,10374,820,10372,10377,11688,7655
2020-04-30,TX,202012,After-Hours,10140,10272,10138,10272,129,1.27,60,,,10272,10278,11688,7655
2020-04-30,TX,202103,Regular,10150,10289,10141,10280,238,2.37,79,10280,228,10270,10277,10289,7591
2020-04-30,TX,202103,After-Hours,10039,10170,10039,10169,127,1.26,76,,,10171,10178,10170,7591
2020-05-04,TX,202005,Regular,10540,10699,10477,10615,-332,-3.03,133437,10610,79826,10613,10616,11776,8212
2020-05-04,TX,202005,After-Hours,10938,10946,10726,10775,-172,-1.57,66723,,,10774,10778,11776,8212
2020-05-04,TX,202006,Regular,10488,10630,10416,10551,-330,-3.03,1432,10546,11791,10544,10550,12115,8150
2020-05-04,TX,202006,After-Hours,10866,10874,10663,10709,-172,-1.58,525,,,10710,10716,12115,8150
2020-05-04,TX,202007,Regular,10305,10445,10250,10354,-350,-3.27,205,10354,444,10363,10367,10725,9842
2020-05-04,TX,202007,After-Hours,10685,10688,10500,10544,-160,-1.49,44,,,10532,10539,10725,9842
2020-05-04,TX,202009,Regular,10090,10221,10025,10156,-332,-3.17,198,10156,1952,10148,10155,11739,7782
2020-05-04,TX,202009,After-Hours,10480,10480,10286,10298,-190,-1.81,28,,,10316,10323,11739,7782
2020-05-04,TX,202012,Regular,10022,10114,9910,10043,-331,-3.19,44,10043,831,10035,10043,11688,7655
2020-05-04,TX,202012,After-Hours,10321,10339,10195,10195,-179,-1.73,19,,,10203,10210,11688,7655
2020-05-04,TX,202103,Regular,9900,10012,9819,9930,-350,-3.4,31,9930,241,9936,9944,10289,7591
2020-05-04,TX,202103,After-Hours,10266,10266,10100,10102,-178,-1.73,31,,,10105,10112,10289,7591
2020-05-05,TX,202005,Regular,10717,10795,10658,10725,115,1.08,110697,10719,79368,10722,10725,11776,8212
2020-05-05,TX,202005,After-Hours,10638,10687,10558,10685,75,0.71,49292,,,10685,10686,11776,8212
2020-05-05,TX,202006,Regular,10646,10723,10590,10651,105,1,1707,10646,12110,10649,10654,12115,8150
2020-05-05,TX,202006,After-Hours,10563,10613,10499,10613,67,0.64,652,,,10615,10618,12115,8150
2020-05-05,TX,202007,Regular,10452,10531,10420,10471,117,1.13,433,10471,866,10467,10472,10725,9842
2020-05-05,TX,202007,After-Hours,10386,10431,10316,10431,77,0.74,30,,,10435,10437,10725,9842
2020-05-05,TX,202009,Regular,10246,10314,10200,10254,98,0.96,84,10254,1985,10249,10256,11739,7782
2020-05-05,TX,202009,After-Hours,10171,10198,10115,10149,-7,-0.07,9,,,10219,10224,11739,7782
2020-05-05,TX,202012,Regular,10139,10200,10098,10127,84,0.84,65,10127,859,10132,10140,11688,7655
2020-05-05,TX,202012,After-Hours,9991,10101,9991,10089,46,0.46,10,,,10107,10111,11688,7655
2020-05-05,TX,202103,Regular,10020,10102,9980,10035,105,1.06,33,10035,251,10033,10040,10289,7591
2020-05-05,TX,202103,After-Hours,9948,9948,9893,9900,-30,-0.3,8,,,10006,10011,10289,7591
2020-05-06,TX,202005,Regular,10658,10780,10618,10750,31,0.29,123280,10749,79691,10749,10751,11776,8212
2020-05-06,TX,202005,After-Hours,10732,10762,10661,10675,-44,-0.41,41089,,,10674,10675,11776,8212
2020-05-06,TX,202006,Regular,10569,10693,10545,10665,19,0.18,1277,10671,12082,10670,10674,12115,8150
2020-05-06,TX,202006,After-Hours,10651,10681,10595,10605,-41,-0.39,319,,,10601,10604,12115,8150
2020-05-06,TX,202007,Regular,10406,10505,10368,10478,7,0.07,161,10478,1117,10488,10492,10725,9842
2020-05-06,TX,202007,After-Hours,10493,10505,10417,10417,-54,-0.52,191,,,10418,10421,10725,9842
2020-05-06,TX,202009,Regular,10210,10270,10146,10255,1,0.01,27,10255,1999,10269,10275,11739,7782
2020-05-06,TX,202009,After-Hours,10260,10272,10201,10201,-53,-0.52,14,,,10201,10204,11739,7782
2020-05-06,TX,202012,Regular,10079,10163,10043,10148,21,0.21,51,10148,872,10148,10156,11688,7655
2020-05-06,TX,202012,After-Hours,10135,10163,10094,10094,-33,-0.33,12,,,10081,10088,11688,7655
2020-05-06,TX,202103,Regular,9988,10060,9943,10049,14,0.14,33,10049,250,10040,10048,10289,7591
2020-05-06,TX,202103,After-Hours,10052,10056,9995,9995,-40,-0.4,13,,,9982,9989,10289,7591
2020-05-07,TX,202005,Regular,10736,10877,10710,10833,84,0.78,116774,10833,81556,10832,10833,11776,8212
2020-05-07,TX,202005,After-Hours,10774,10814,10691,10698,-51,-0.47,42943,,,10698,10700,11776,8212
2020-05-07,TX,202006,Regular,10652,10790,10638,10752,81,0.76,2061,10750,12310,10750,10753,12115,8150
2020-05-07,TX,202006,After-Hours,10692,10720,10620,10625,-46,-0.43,449,,,10620,10625,12115,8150
2020-05-07,TX,202007,Regular,10490,10605,10470,10568,90,0.86,301,10568,1375,10567,10571,10725,9842
2020-05-07,TX,202007,After-Hours,10523,10534,10435,10435,-43,-0.41,52,,,10438,10444,10725,9842
2020-05-07,TX,202009,Regular,10300,10388,10253,10342,87,0.85,60,10342,2007,10346,10353,11739,7782
2020-05-07,TX,202009,After-Hours,10302,10310,10229,10229,-26,-0.25,21,,,10219,10227,11739,7782
2020-05-07,TX,202012,Regular,10213,10255,10211,10211,63,0.62,26,10227,877,10224,10231,11688,7655
2020-05-07,TX,202012,After-Hours,10188,10203,10103,10107,-41,-0.4,12,,,10100,10106,11688,7655
2020-05-07,TX,202103,Regular,10025,10160,10025,10109,60,0.6,12,10124,253,10121,10128,10289,7591
2020-05-07,TX,202103,After-Hours,10087,10089,9995,9995,-54,-0.54,23,,,9994,10003,10289,7591
2020-05-08,TX,202005,Regular,10893,10956,10853,10896,63,0.58,106019,10894,81650,10894,10896,11776,8212
2020-05-08,TX,202005,After-Hours,10827,10876,10810,10855,22,0.2,31760,,,10854,10856,11776,8212
2020-05-08,TX,202006,Regular,10806,10870,10772,10809,59,0.55,1765,10809,12396,10808,10812,12115,8150
2020-05-08,TX,202006,After-Hours,10749,10793,10728,10772,22,0.2,407,,,10770,10773,12115,8150
2020-05-08,TX,202007,Regular,10629,10685,10594,10625,57,0.54,107,10625,1451,10629,10632,10725,9842
2020-05-08,TX,202007,After-Hours,10565,10607,10555,10588,20,0.19,11,,,10589,10592,10725,9842
2020-05-08,TX,202009,Regular,10430,10460,10371,10405,63,0.61,33,10405,2019,10407,10412,11739,7782
2020-05-08,TX,202009,After-Hours,10388,10388,10388,10388,46,0.44,1,,,10365,10372,11739,7782
2020-05-08,TX,202012,Regular,10300,10337,10251,10281,54,0.53,42,10281,890,10283,10290,11688,7655
2020-05-08,TX,202012,After-Hours,10229,10260,10229,10235,8,0.08,12,,,10243,10250,11688,7655
2020-05-08,TX,202103,Regular,10180,10235,10150,10175,51,0.5,46,10175,253,10178,10183,10289,7591
2020-05-08,TX,202103,After-Hours,10147,10160,10123,10123,-1,-0.01,13,,,10141,10147,10289,7591
2020-05-11,TX,202005,Regular,10979,11038,10935,10983,89,0.82,93372,10982,81804,10980,10983,11776,8212
2020-05-11,TX,202005,After-Hours,10873,10955,10850,10953,59,0.54,31894,,,10952,10953,11776,8212
2020-05-11,TX,202006,Regular,10899,10954,10860,10903,94,0.87,2722,10903,13516,10900,10905,12115,8150
2020-05-11,TX,202006,After-Hours,10799,10870,10768,10870,61,0.56,459,,,10867,10870,12115,8150
2020-05-11,TX,202007,Regular,10717,10775,10678,10720,95,0.89,200,10720,1554,10720,10725,10775,9842
2020-05-11,TX,202007,After-Hours,10620,10680,10590,10680,55,0.52,21,,,10687,10692,10725,9842
2020-05-11,TX,202009,Regular,10495,10550,10458,10499,94,0.9,32,10499,2025,10496,10502,11739,7782
